url,api,get,post,put,patch,delete
/v1/device-communication-settings/history,pro,False,False,N/A,N/A,N/A
/v1/device-enrollments,pro,False,N/A,N/A,N/A,N/A
/v1/device-enrollments/public-key,pro,False,N/A,N/A,N/A,N/A
/v1/device-enrollments/syncs,pro,False,N/A,N/A,N/A,N/A
/v1/device-enrollments/upload-token,pro,N/A,False,N/A,N/A,N/A
/v1/device-enrollments/{id},pro,False,N/A,False,N/A,False
/v1/device-enrollments/{id}/devices,pro,False,N/A,N/A,N/A,N/A
/v1/device-enrollments/{id}/disown,pro,N/A,False,N/A,N/A,N/A
/v1/device-enrollments/{id}/history,pro,False,False,N/A,N/A,N/A
/v1/device-enrollments/{id}/syncs,pro,False,N/A,N/A,N/A,N/A
/v1/device-enrollments/{id}/syncs/latest,pro,False,N/A,N/A,N/A,N/A
/v1/device-enrollments/{id}/upload-token,pro,N/A,N/A,False,N/A,N/A
/v1/ebooks,pro,False,N/A,N/A,N/A,N/A
/v1/ebooks/{id},pro,False,N/A,N/A,N/A,N/A
/v1/ebooks/{id}/scope,pro,False,N/A,N/A,N/A,N/A
/v1/engage,pro,False,N/A,False,N/A,N/A
/v1/engage/history,pro,False,False,N/A,N/A,N/A
/v1/enrollment-customization,pro,False,False,N/A,N/A,N/A
/v1/enrollment-customization/images,pro,N/A,False,N/A,N/A,N/A
/v1/enrollment-customization/parse-markdown,pro,N/A,False,N/A,N/A,N/A
/v1/enrollment-customization/{id},pro,False,N/A,False,N/A,False
/v1/enrollment-customization/{id}/all,pro,False,N/A,N/A,N/A,N/A
/v1/enrollment-customization/{id}/all/{panel-id},pro,False,N/A,N/A,N/A,False
/v1/enrollment-customization/{id}/history,pro,False,False,N/A,N/A,N/A
/v1/enrollment-customization/{id}/ldap,pro,N/A,False,N/A,N/A,N/A
/v1/enrollment-customization/{id}/ldap/{panel-id},pro,False,N/A,False,N/A,False
/v1/enrollment-customization/{id}/prestages,pro,False,N/A,N/A,N/A,N/A
/v1/enrollment-customization/{id}/sso,pro,N/A,False,N/A,N/A,N/A
/v1/enrollment-customization/{id}/sso/{panel-id},pro,False,N/A,False,N/A,False
/v1/enrollment-customization/{id}/text,pro,N/A,False,N/A,N/A,N/A
/v1/enrollment-customization/{id}/text/{panel-id},pro,False,N/A,False,N/A,False
/v1/enrollment-customization/{id}/text/{panel-id}/markdown,pro,False,N/A,N/A,N/A,N/A
/v1/icon,pro,N/A,False,N/A,N/A,N/A
/v1/icon/download/{id},pro,False,N/A,N/A,N/A,N/A
/v1/icon/{id},pro,False,N/A,N/A,N/A,N/A
/v1/inventory-information,pro,False,N/A,N/A,N/A,N/A
/v1/inventory-preload,pro,False,False,N/A,N/A,False
/v1/inventory-preload/csv-template,pro,False,N/A,N/A,N/A,N/A
/v1/inventory-preload/history,pro,False,False,N/A,N/A,N/A
/v1/inventory-preload/validate-csv,pro,N/A,False,N/A,N/A,N/A
/v1/inventory-preload/{id},pro,False,N/A,False,N/A,False
/v1/jamf-connect,pro,False,N/A,N/A,N/A,N/A
/v1/jamf-connect/config-profiles,pro,False,N/A,N/A,N/A,N/A
/v1/jamf-connect/config-profiles/{id},pro,N/A,N/A,False,N/A,N/A
/v1/jamf-connect/deployments/{id}/tasks,pro,False,N/A,N/A,N/A,N/A
/v1/jamf-connect/deployments/{id}/tasks/retry,pro,N/A,False,N/A,N/A,N/A
/v1/jamf-connect/history,pro,False,False,N/A,N/A,N/A
/v1/jamf-management-framework/redeploy/{id},pro,N/A,False,N/A,N/A,N/A
/v1/jamf-package,pro,False,N/A,N/A,N/A,N/A
/v1/jamf-pro-information,pro,False,N/A,N/A,N/A,N/A
/v1/jamf-pro-server-url,pro,False,N/A,False,N/A,N/A
/v1/jamf-pro-server-url/history,pro,False,False,N/A,N/A,N/A
/v1/jamf-pro-version,pro,False,N/A,N/A,N/A,N/A
/v1/jamf-protect,pro,False,N/A,False,N/A,False
/v1/jamf-protect/deployments/{id}/tasks,pro,False,N/A,N/A,N/A,N/A
/v1/jamf-protect/deployments/{id}/tasks/retry,pro,N/A,False,N/A,N/A,N/A
/v1/jamf-protect/history,pro,False,False,N/A,N/A,N/A
/v1/jamf-protect/plans,pro,False,N/A,N/A,N/A,N/A
/v1/jamf-protect/plans/sync,pro,N/A,False,N/A,N/A,N/A
/v1/jamf-protect/register,pro,N/A,False,N/A,N/A,N/A
/v1/ldap-keystore/verify,pro,N/A,False,N/A,N/A,N/A
