url,api,get,post,put,patch,delete
/JSSResource/ebooks,classic,True,False,False,False,False
/JSSResource/ebooks/id/{id},classic,True,False,True,False,True
/JSSResource/ebooks/name/{name},classic,True,False,True,False,True
/JSSResource/ebooks/name/{name}/subset/{subset},classic,True,False,False,False,False
/JSSResource/ebooks/id/0,classic,False,True,False,False,False
/JSSResource/macapplications,classic,True,False,False,False,False
/JSSResource/macapplications/id/{id},classic,True,False,True,False,True
/JSSResource/macapplications/name/{name},classic,True,False,True,False,True
/JSSResource/macapplications/name/{name}/subset/{subset},classic,True,False,False,False,False
/JSSResource/macapplications/id/{id}/subset/{subset},classic,True,False,False,False,False
/JSSResource/macapplications/id/0,classic,False,True,False,False,False
/JSSResource/ibeacons,classic,True,False,False,False,False
/JSSResource/ibeacons/id/{id},classic,True,False,True,False,True
/JSSResource/ibeacons/name/{name},classic,True,False,True,False,True
/JSSResource/ibeacons/id/0,classic,False,True,False,False,False
/JSSResource/ldapservers,classic,True,False,False,False,False
/JSSResource/ldapservers/id/{id},classic,True,False,True,False,True
/JSSResource/ldapservers/name/{name},classic,True,False,True,False,True
/JSSResource/ldapservers/id/{id}/user/{user},classic,True,False,False,False,False
/JSSResource/ldapservers/id/{id}/group/{group},classic,True,False,False,False,False
/JSSResource/ldapservers/id/{id}/group/{group}/user/{user},classic,True,False,False,False,False
/JSSResource/ldapservers/name/{name}/user/{user},classic,True,False,False,False,False
/JSSResource/ldapservers/name/{name}/group/{group},classic,True,False,False,False,False
/JSSResource/ldapservers/name/{name}/group/{group}/user/{user},classic,True,False,False,False,False
/JSSResource/ldapservers/id/0,classic,False,True,False,False,False
/JSSResource/licensedsoftware,classic,True,False,False,False,False
/JSSResource/licensedsoftware/id/{id},classic,True,False,True,False,True
/JSSResource/licensedsoftware/name/{name},classic,True,False,True,False,True
/JSSResource/licensedsoftware/id/0,classic,False,True,False,False,False
/JSSResource/mobiledeviceapplications,classic,True,False,False,False,False
/JSSResource/mobiledeviceapplications/id/{id},classic,True,False,True,False,True
/JSSResource/mobiledeviceapplications/name/{name},classic,True,False,True,False,True
/JSSResource/mobiledeviceapplications/bundleid/{bundleid},classic,True,False,True,False,True
/JSSResource/mobiledeviceapplications/bundleid/{bundleid}/version/{version},classic,True,False,True,False,True
/JSSResource/mobiledeviceapplications/id/{id}/subset/{subset},classic,True,False,False,False,False
/JSSResource/mobiledeviceapplications/name/{name}/subset/{subset},classic,True,False,False,False,False
/JSSResource/mobiledeviceapplications/id/0,classic,False,True,False,False,False
